frame,person_id,closest_person_id,distance,threshold,violation
172,7,14,192.2,150,No
172,8,5,123.6,150,Yes
172,9,23,94.6,150,Yes
172,10,1,352.7,150,No
172,11,26,234.9,150,No
172,12,20,79.2,150,Yes
172,13,8,182.5,150,No
172,14,28,114.2,150,Yes
172,15,17,47.0,150,Yes
172,16,15,128.1,150,Yes
172,17,15,47.0,150,Yes
172,18,22,55.2,150,Yes
172,19,8,202.1,150,No
172,20,12,79.2,150,Yes
172,21,19,227.7,150,No
172,22,18,55.2,150,Yes
172,23,9,94.6,150,Yes
172,24,27,44.1,150,Yes
172,25,26,159.7,150,No
172,26,25,159.7,150,No
172,27,24,44.1,150,Yes
172,28,22,60.2,150,Yes
172,29,27,139.7,150,Yes
173,0,9,350.0,150,No
173,1,24,158.6,150,No
173,2,16,204.9,150,No
173,3,8,125.2,150,Yes
173,4,13,168.1,150,No
173,5,13,194.6,150,No
173,6,8,126.6,150,Yes
173,7,16,268.7,150,No
173,8,3,125.2,150,Yes
173,9,0,350.0,150,No
173,10,24,93.8,150,Yes
173,11,6,183.7,150,No
173,12,18,80.5,150,Yes
173,13,23,153.2,150,No
173,14,26,159.7,150,No
173,15,17,50.0,150,Yes
173,16,17,127.7,150,Yes
173,17,15,50.0,150,Yes
173,18,12,80.5,150,Yes
173,19,26,238.3,150,No
173,20,27,45.0,150,Yes
173,21,25,227.5,150,No
173,22,23,55.9,150,Yes
173,23,22,55.9,150,Yes
173,24,10,93.8,150,Yes
173,25,6,204.7,150,No
173,26,14,159.7,150,No
173,27,20,45.0,150,Yes
173,28,27,138.3,150,Yes
174,0,13,346.2,150,No
174,1,18,152.6,150,No
174,2,15,209.3,150,No
174,3,11,175.0,150,No
174,4,9,121.2,150,Yes
174,5,11,195.8,150,No
174,6,9,128.4,150,Yes
174,7,15,272.0,150,No
174,8,18,97.1,150,Yes
174,9,4,121.2,150,Yes
174,10,6,182.1,150,No
174,11,23,153.7,150,No
174,12,16,50.1,150,Yes
174,13,0,346.2,150,No
174,14,17,80.5,150,Yes
174,15,12,126.4,150,Yes
174,16,12,50.1,150,Yes
174,17,14,80.5,150,Yes
174,18,8,97.1,150,Yes
174,19,26,159.2,150,No
174,20,21,226.6,150,No
174,21,6,203.4,150,No
174,22,27,44.0,150,Yes
174,23,25,56.5,150,Yes
174,24,26,239.5,150,No
174,25,23,56.5,150,Yes
174,26,19,159.2,150,No
174,27,22,44.0,150,Yes
174,28,27,140.2,150,Yes
175,0,16,149.6,150,Yes
175,1,12,343.4,150,No
175,2,7,180.1,150,No
175,3,14,210.0,150,No
175,4,8,115.9,150,Yes
175,5,14,272.0,150,No
175,6,7,197.7,150,No
175,7,25,154.2,150,No
175,8,4,115.9,150,Yes
175,9,16,100.8,150,Yes
175,10,8,133.7,150,Yes
175,11,10,181.6,150,No
175,12,1,343.4,150,No
175,13,18,50.0,150,Yes
175,14,13,126.4,150,Yes
175,15,26,157.9,150,No
175,16,9,100.8,150,Yes
175,17,21,78.9,150,Yes
175,18,13,50.0,150,Yes
175,19,26,242.5,150,No
175,20,23,227.5,150,No
175,21,17,78.9,150,Yes
175,22,27,44.0,150,Yes
175,23,10,202.6,150,No
175,24,25,55.5,150,Yes
175,25,24,55.5,150,Yes
175,26,15,157.9,150,No
175,27,22,44.0,150,Yes
175,28,29,59.0,150,Yes
175,29,28,59.0,150,Yes
176,0,16,145.6,150,Yes
176,1,9,340.0,150,No
176,2,14,212.2,150,No
176,3,6,182.3,150,No
176,4,14,274.2,150,No
176,5,10,113.0,150,Yes
176,6,23,156.2,150,No
176,7,16,101.5,150,Yes
176,8,6,197.5,150,No
176,9,1,340.0,150,No
176,10,5,113.0,150,Yes
176,11,7,137.9,150,Yes
176,12,11,179.6,150,No
176,13,22,78.4,150,Yes
176,14,15,126.4,150,Yes
176,15,19,50.0,150,Yes
176,16,7,101.5,150,Yes
176,17,24,157.9,150,No
176,18,11,201.3,150,No
176,19,15,50.0,150,Yes
176,20,13,244.5,150,No
176,21,18,224.3,150,No
176,22,13,78.4,150,Yes
176,23,25,54.6,150,Yes
176,24,17,157.9,150,No
176,25,23,54.6,150,Yes
176,26,27,44.0,150,Yes
176,27,26,44.0,150,Yes
177,0,18,139.7,150,Yes
177,1,10,338.0,150,No
177,2,6,187.4,150,No
177,3,12,110.9,150,Yes
177,4,13,214.8,150,No
177,5,13,274.0,150,No
177,6,21,155.3,150,No
177,7,6,197.7,150,No
177,8,18,106.0,150,Yes
177,9,11,177.2,150,No
177,10,1,338.0,150,No
177,11,8,140.6,150,Yes
177,12,3,110.9,150,Yes
177,13,15,127.3,150,Yes
177,14,23,78.0,150,Yes
177,15,17,51.0,150,Yes
177,16,22,157.4,150,No
177,17,15,51.0,150,Yes
177,18,8,106.0,150,Yes
177,19,11,197.9,150,No
177,20,19,224.9,150,No
177,21,24,55.2,150,Yes
177,22,16,157.4,150,No
177,23,14,78.0,150,Yes
177,24,21,55.2,150,Yes
177,25,23,102.3,150,Yes
177,26,14,243.2,150,No
178,0,14,194.6,150,No
178,1,18,131.6,150,Yes
178,2,13,273.4,150,No
178,3,6,337.0,150,No
178,4,8,103.6,150,Yes
178,5,13,219.3,150,No
178,6,3,337.0,150,No
178,7,11,173.6,150,No
178,8,4,103.6,150,Yes
178,9,14,196.5,150,No
178,10,18,112.5,150,Yes
178,11,10,147.9,150,Yes
178,12,24,155.6,150,No
178,13,20,127.4,150,Yes
178,14,19,155.9,150,No
178,15,11,195.0,150,No
178,16,20,51.0,150,Yes
178,17,25,71.9,150,Yes
178,18,10,112.5,150,Yes
178,19,22,55.5,150,Yes
178,20,16,51.0,150,Yes
178,21,15,222.5,150,No
178,22,19,55.5,150,Yes
178,23,17,238.2,150,No
178,24,12,155.6,150,No
178,25,17,71.9,150,Yes
178,26,25,102.9,150,Yes
179,0,8,339.6,150,No
179,1,15,196.6,150,No
179,2,10,271.4,150,No
179,3,18,138.7,150,Yes
179,4,7,102.1,150,Yes
179,5,13,170.8,150,No
179,6,10,223.4,150,No
179,7,4,102.1,150,Yes
179,8,0,339.6,150,No
179,9,18,111.7,150,Yes
179,10,20,133.7,150,Yes
179,11,19,156.5,150,No
179,12,15,196.5,150,No
179,13,9,149.8,150,Yes
179,14,13,195.9,150,No
179,15,24,155.3,150,No
179,16,25,71.9,150,Yes
179,17,20,48.3,150,Yes
179,18,9,111.7,150,Yes
179,19,11,156.5,150,No
179,20,17,48.3,150,Yes
179,21,14,222.0,150,No
179,22,24,55.0,150,Yes
179,23,16,233.4,150,No
179,24,22,55.0,150,Yes
179,25,16,71.9,150,Yes
179,26,27,42.0,150,Yes
179,27,26,42.0,150,Yes
180,0,14,193.0,150,No
180,1,8,268.5,150,No
180,2,6,347.2,150,No
180,3,5,96.6,150,Yes
180,4,17,140.5,150,Yes
180,5,3,96.6,150,Yes
180,6,2,347.2,150,No
180,7,8,226.3,150,No
180,8,21,138.8,150,Yes
180,9,17,116.0,150,Yes
180,10,13,168.6,150,No
180,11,14,197.7,150,No
180,12,18,155.2,150,No
180,13,9,155.1,150,No
180,14,24,156.7,150,No
180,15,25,70.3,150,Yes
180,16,13,194.2,150,No
180,17,9,116.0,150,Yes
180,18,12,155.2,150,No
180,19,21,48.3,150,Yes
180,20,16,219.2,150,No
180,21,19,48.3,150,Yes
180,22,15,230.8,150,No
180,23,24,55.9,150,Yes
180,24,23,55.9,150,Yes
180,25,15,70.3,150,Yes
180,26,25,101.5,150,Yes
181,0,8,270.7,150,No
181,1,16,144.9,150,Yes
181,2,11,187.6,150,No
181,3,5,353.0,150,No
181,4,7,94.2,150,Yes
181,5,3,353.0,150,No
181,6,20,224.7,150,No
181,7,4,94.2,150,Yes
181,8,24,140.7,150,Yes
181,9,19,154.7,150,No
181,10,16,117.7,150,Yes
181,11,27,158.5,150,No
181,12,11,201.2,150,No
181,13,10,154.1,150,No
181,14,13,167.6,150,No
181,15,22,73.2,150,Yes
181,16,10,117.7,150,Yes
181,17,24,47.5,150,Yes
181,18,13,193.7,150,No
181,19,9,154.7,150,No
181,20,18,220.4,150,No
181,21,27,37.5,150,Yes
181,22,15,73.2,150,Yes
181,23,21,55.5,150,Yes
181,24,17,47.5,150,Yes
181,25,15,222.1,150,No
181,26,22,99.9,150,Yes
181,27,21,37.5,150,Yes
182,0,9,274.5,150,No
182,1,16,143.9,150,Yes
182,2,4,351.2,150,No
182,3,6,92.4,150,Yes
182,4,11,183.8,150,No
182,5,20,224.9,150,No
182,6,3,92.4,150,Yes
182,7,2,355.0,150,No
182,8,16,122.4,150,Yes
182,9,22,140.7,150,Yes
182,10,18,154.7,150,No
182,11,21,163.4,150,No
182,12,14,167.0,150,No
182,13,11,203.7,150,No
182,14,8,153.2,150,No
182,15,24,74.6,150,Yes
182,16,8,122.4,150,Yes
182,17,22,46.4,150,Yes
182,18,10,154.7,150,No
182,19,14,194.7,150,No
182,20,19,217.9,150,No
182,21,23,56.5,150,Yes
182,22,17,46.4,150,Yes
182,23,21,56.5,150,Yes
182,24,15,74.6,150,Yes
182,25,15,217.1,150,No
182,26,24,99.0,150,Yes
182,27,26,182.3,150,No
183,0,17,152.0,150,No
183,1,13,178.1,150,No
183,2,11,287.8,150,No
183,3,1,348.8,150,No
183,4,5,87.1,150,Yes
183,5,4,87.1,150,Yes
183,6,20,222.1,150,No
183,7,17,130.4,150,Yes
183,8,19,155.7,150,No
183,9,14,165.4,150,No
183,10,3,359.4,150,No
183,11,16,142.0,150,Yes
183,12,13,208.8,150,No
183,13,21,167.8,150,No
183,14,7,148.3,150,Yes
183,15,25,75.7,150,Yes
183,16,18,47.5,150,Yes
183,17,7,130.4,150,Yes
183,18,16,47.5,150,Yes
183,19,8,155.7,150,No
183,20,22,215.7,150,No
183,21,27,37.5,150,Yes
183,22,14,195.0,150,No
183,23,21,55.5,150,Yes
183,24,15,211.7,150,No
183,25,15,75.7,150,Yes
183,26,25,100.9,150,Yes
183,27,21,37.5,150,Yes
184,0,19,289.1,150,No
184,1,14,155.2,150,No
184,2,12,176.9,150,No
184,3,2,349.2,150,No
184,4,6,85.7,150,Yes
184,5,20,221.3,150,No
184,6,4,85.7,150,Yes
184,7,3,360.0,150,No
184,8,13,164.7,150,No
184,9,18,157.9,150,No
184,10,14,134.2,150,Yes
184,11,12,211.1,150,No
184,12,27,169.8,150,No
184,13,10,141.4,150,Yes
184,14,10,134.2,150,Yes
184,15,17,49.3,150,Yes
184,16,24,75.2,150,Yes
184,17,15,49.3,150,Yes
184,18,9,157.9,150,No
184,19,15,142.9,150,Yes
184,20,23,213.8,150,No
184,21,27,37.6,150,Yes
184,22,21,54.6,150,Yes
184,23,13,196.9,150,No
184,24,16,75.2,150,Yes
184,25,16,209.5,150,No
184,26,24,101.6,150,Yes
184,27,21,37.6,150,Yes
185,0,18,292.9,150,No
185,1,12,180.0,150,No
185,2,1,348.1,150,No
185,3,17,156.6,150,No
185,4,14,165.4,150,No
185,5,7,86.2,150,Yes
185,6,19,220.5,150,No
185,7,5,86.2,150,Yes
185,8,2,358.3,150,No
185,9,14,138.0,150,Yes
185,10,25,157.4,150,No
185,11,12,215.1,150,No
185,12,21,173.3,150,No
185,13,15,50.2,150,Yes
185,14,9,138.0,150,Yes
185,15,13,50.2,150,Yes
185,16,22,74.8,150,Yes
185,17,9,138.6,150,Yes
185,18,15,141.9,150,Yes
185,19,23,212.8,150,No
185,20,21,55.5,150,Yes
185,21,20,55.5,150,Yes
185,22,16,74.8,150,Yes
185,23,14,196.9,150,No
185,24,16,208.5,150,No
185,25,10,157.4,150,No
185,26,22,101.9,150,Yes
186,0,16,294.8,150,No
186,1,17,158.7,150,No
186,2,12,183.8,150,No
186,3,14,164.2,150,No
186,4,21,219.7,150,No
186,5,2,343.0,150,No
186,6,7,85.1,150,Yes
186,7,6,85.1,150,Yes
186,8,19,157.4,150,No
186,9,14,133.2,150,Yes
186,10,5,353.1,150,No
186,11,15,51.0,150,Yes
186,12,23,175.4,150,No
186,13,12,218.1,150,No
186,14,9,133.2,150,Yes
186,15,11,51.0,150,Yes
186,16,15,141.9,150,Yes
186,17,9,142.9,150,Yes
186,18,24,73.8,150,Yes
186,19,8,157.4,150,No
186,20,18,208.5,150,No
186,21,25,213.5,150,No
186,22,23,55.5,150,Yes
186,23,22,55.5,150,Yes
186,24,18,73.8,150,Yes
186,25,14,197.2,150,No
186,26,24,102.8,150,Yes
187,0,13,300.9,150,No
187,1,16,157.4,150,No
187,2,12,189.6,150,No
187,3,17,164.8,150,No
187,4,7,348.1,150,No
187,5,20,219.7,150,No
187,6,9,86.5,150,Yes
187,7,2,338.0,150,No
187,8,14,52.0,150,Yes
187,9,6,86.5,150,Yes
187,10,19,157.5,150,No
187,11,17,131.2,150,Yes
187,12,22,176.8,150,No
187,13,14,139.1,150,Yes
187,14,8,52.0,150,Yes
187,15,12,221.6,150,No
187,16,11,148.2,150,Yes
187,17,11,131.2,150,Yes
187,18,24,72.1,150,Yes
187,19,10,157.5,150,No
187,20,25,211.6,150,No
187,21,18,205.9,150,No
187,22,23,55.2,150,Yes
187,23,22,55.2,150,Yes
187,24,18,72.1,150,Yes
187,25,17,196.4,150,No
187,26,24,104.8,150,Yes
188,0,18,305.0,150,No
188,1,16,160.0,150,No
188,2,6,196.5,150,No
188,3,4,343.1,150,No
188,4,2,331.5,150,No
188,5,15,163.8,150,No
188,6,29,176.3,150,No
188,7,11,51.0,150,Yes
188,8,19,217.2,150,No
188,9,10,88.8,150,Yes
188,10,9,88.8,150,Yes
188,11,7,51.0,150,Yes
188,12,21,155.9,150,No
188,13,6,231.9,150,No
188,14,15,132.2,150,Yes
188,15,14,132.2,150,Yes
188,16,14,151.6,150,No
188,17,25,71.2,150,Yes
188,18,11,139.3,150,Yes
188,19,24,208.1,150,No
188,20,2,297.8,150,No
188,21,12,155.9,150,No
188,22,23,54.1,150,Yes
188,23,29,38.0,150,Yes
188,24,15,196.4,150,No
188,25,17,71.2,150,Yes
188,26,17,200.2,150,No
188,27,30,44.2,150,Yes
188,28,30,78.8,150,Yes
188,29,23,38.0,150,Yes
188,30,27,44.2,150,Yes
189,0,12,305.6,150,No
189,1,17,155.2,150,No
189,2,10,199.4,150,No
189,3,18,163.4,150,No
189,4,5,338.4,150,No
189,5,2,327.2,150,No
189,6,21,214.6,150,No
189,7,8,90.1,150,Yes
189,8,7,90.1,150,Yes
189,9,15,51.0,150,Yes
189,10,30,156.3,150,No
189,11,19,156.4,150,No
189,12,15,139.4,150,Yes
189,13,10,235.5,150,No
189,14,18,135.3,150,Yes
189,15,9,51.0,150,Yes
189,16,2,291.8,150,No
189,17,1,155.2,150,No
189,18,14,135.3,150,Yes
189,19,11,156.4,150,No
189,20,24,70.8,150,Yes
189,21,22,205.6,150,No
189,22,18,196.1,150,No
189,23,25,54.1,150,Yes
189,24,20,70.8,150,Yes
189,25,29,35.0,150,Yes
189,26,20,198.0,150,No
189,27,28,122.8,150,Yes
189,28,24,104.3,150,Yes
189,29,30,31.3,150,Yes
189,30,29,31.3,150,Yes
190,0,14,306.9,150,No
190,1,18,150.6,150,No
190,2,9,204.1,150,No
190,3,2,321.5,150,No
190,4,10,91.8,150,Yes
190,5,17,162.5,150,No
190,6,3,339.2,150,No
190,7,22,213.2,150,No
190,8,11,50.0,150,Yes
190,9,30,157.3,150,No
190,10,4,91.8,150,Yes
190,11,8,50.0,150,Yes
190,12,9,237.8,150,No
190,13,19,157.1,150,No
190,14,11,140.6,150,Yes
190,15,17,138.5,150,Yes
190,16,2,289.3,150,No
190,17,15,138.5,150,Yes
190,18,1,150.6,150,No
190,19,13,157.1,150,No
190,20,25,66.4,150,Yes
190,21,17,194.5,150,No
190,22,21,205.0,150,No
190,23,24,51.9,150,Yes
190,24,28,34.4,150,Yes
190,25,20,66.4,150,Yes
190,26,20,195.9,150,No
190,27,29,121.6,150,Yes
190,28,24,34.4,150,Yes
190,29,25,105.5,150,Yes
190,30,28,34.7,150,Yes
191,0,15,306.9,150,No
191,1,17,149.8,150,Yes
191,2,12,205.8,150,No
191,3,2,317.1,150,No
191,4,9,91.0,150,Yes
191,5,3,338.4,150,No
191,6,16,162.9,150,No
191,7,21,210.6,150,No
191,8,18,51.0,150,Yes
191,9,4,91.0,150,Yes
191,10,19,157.1,150,No
191,11,12,238.4,150,No
191,12,28,159.5,150,No
191,13,2,285.8,150,No
191,14,16,142.6,150,Yes
191,15,18,138.7,150,Yes
191,16,14,142.6,150,Yes
191,17,1,149.8,150,Yes
191,18,8,51.0,150,Yes
191,19,10,157.1,150,No
191,20,25,66.9,150,Yes
191,21,22,203.2,150,No
191,22,16,193.7,150,No
191,23,24,54.1,150,Yes
191,24,29,33.3,150,Yes
191,25,20,66.9,150,Yes
191,26,20,191.7,150,No
191,27,25,226.1,150,No
191,28,29,34.7,150,Yes
191,29,24,33.3,150,Yes
192,0,19,152.0,150,No
192,1,10,206.6,150,No
192,2,13,306.9,150,No
192,3,1,314.3,150,No
192,4,3,340.4,150,No
192,5,11,92.6,150,Yes
192,6,1,281.8,150,No
192,7,15,146.7,150,Yes
192,8,15,163.2,150,No
192,9,16,158.0,150,No
192,10,25,179.1,150,No
192,11,5,92.6,150,Yes
192,12,23,206.2,150,No
192,13,20,137.9,150,Yes
192,14,20,51.0,150,Yes
192,15,7,146.7,150,Yes
192,16,9,158.0,150,No
192,17,26,66.0,150,Yes
192,18,10,240.2,150,No
192,19,0,152.0,150,No
192,20,14,51.0,150,Yes
192,21,15,191.2,150,No
192,22,17,188.5,150,No
192,23,21,201.4,150,No
192,24,25,55.0,150,Yes
192,25,28,36.9,150,Yes
192,26,17,66.0,150,Yes
192,27,26,224.6,150,No
192,28,25,36.9,150,Yes
193,0,10,157.7,150,No
193,1,15,303.0,150,No
193,2,5,206.6,150,No
193,3,2,276.2,150,No
193,4,8,344.4,150,No
193,5,24,182.2,150,No
193,6,7,91.9,150,Yes
193,7,6,91.9,150,Yes
193,8,2,312.7,150,No
193,9,22,201.7,150,No
193,10,0,157.7,150,No
193,11,12,147.7,150,Yes
193,12,11,147.7,150,Yes
193,13,17,158.6,150,No
193,14,5,246.6,150,No
193,15,20,144.0,150,Yes
193,16,12,162.1,150,No
193,17,13,158.6,150,No
193,18,25,65.5,150,Yes
193,19,20,51.1,150,Yes
193,20,19,51.1,150,Yes
193,21,12,190.8,150,No
193,22,21,199.6,150,No
193,23,24,55.0,150,Yes
193,24,28,36.1,150,Yes
193,25,18,65.5,150,Yes
193,26,18,180.3,150,No
193,27,30,58.2,150,Yes
193,28,24,36.1,150,Yes
193,29,25,107.4,150,Yes
193,30,27,58.2,150,Yes
194,0,12,159.7,150,No
194,1,18,300.7,150,No
194,2,3,200.6,150,No
194,3,22,188.2,150,No
194,4,2,274.8,150,No
194,5,15,344.7,150,No
194,6,3,251.0,150,No
194,7,9,93.5,150,Yes
194,8,24,199.7,150,No
194,9,7,93.5,150,Yes
194,10,13,145.5,150,Yes
194,11,16,159.5,150,No
194,12,0,159.7,150,No
194,13,10,145.5,150,Yes
194,14,10,162.2,150,No
194,15,2,313.5,150,No
194,16,11,159.5,150,No
194,17,25,67.7,150,Yes
194,18,20,148.1,150,Yes
194,19,20,50.2,150,Yes
194,20,19,50.2,150,Yes
194,21,22,55.0,150,Yes
194,22,27,38.3,150,Yes
194,23,10,191.0,150,No
194,24,8,199.7,150,No
194,25,17,67.7,150,Yes
194,26,17,174.6,150,No
194,27,22,38.3,150,Yes
194,28,29,60.1,150,Yes
194,29,28,60.1,150,Yes
194,30,25,105.2,150,Yes
195,0,14,160.8,150,No
195,1,18,301.4,150,No
195,2,3,195.7,150,No
195,3,31,178.1,150,No
195,4,2,272.9,150,No
195,5,23,198.3,150,No
195,6,3,257.5,150,No
195,7,12,95.4,150,Yes
195,8,10,141.7,150,Yes
195,9,8,162.4,150,No
195,10,8,141.7,150,Yes
195,11,20,345.5,150,No
195,12,7,95.4,150,Yes
195,13,17,160.5,150,No
195,14,0,160.8,150,No
195,15,25,70.3,150,Yes
195,16,19,50.4,150,Yes
195,17,13,160.5,150,No
195,18,16,152.8,150,No
195,19,16,50.4,150,Yes
195,20,2,313.3,150,No
195,21,28,40.4,150,Yes
195,22,21,55.5,150,Yes
195,23,5,198.3,150,No
195,24,8,191.8,150,No
195,25,15,70.3,150,Yes
195,26,15,170.2,150,No
195,27,29,59.1,150,Yes
195,28,31,28.8,150,Yes
195,29,27,59.1,150,Yes
195,30,25,104.8,150,Yes
195,31,28,28.8,150,Yes
196,0,13,163.2,150,No
196,1,8,99.8,150,Yes
196,2,4,190.9,150,No
196,3,17,303.9,150,No
196,4,27,183.4,150,No
196,5,2,271.0,150,No
196,6,24,196.9,150,No
196,7,16,344.2,150,No
196,8,1,99.8,150,Yes
196,9,12,139.7,150,Yes
196,10,12,163.7,150,No
196,11,27,258.0,150,No
196,12,9,139.7,150,Yes
196,13,0,163.2,150,No
196,14,23,161.4,150,No
196,15,18,48.5,150,Yes
196,16,2,310.9,150,No
196,17,15,156.9,150,No
196,18,15,48.5,150,Yes
196,19,26,70.5,150,Yes
196,20,29,36.1,150,Yes
196,21,12,190.2,150,No
196,22,20,55.9,150,Yes
196,23,14,161.4,150,No
196,24,6,196.9,150,No
196,25,19,164.8,150,No
196,26,19,70.5,150,Yes
196,27,29,32.9,150,Yes
196,28,30,58.1,150,Yes
196,29,27,32.9,150,Yes
196,30,28,58.1,150,Yes
196,31,26,103.9,150,Yes
197,0,16,167.5,150,No
197,1,3,188.1,150,No
197,2,15,310.3,150,No
197,3,1,188.1,150,No
197,4,3,269.2,150,No
197,5,24,196.9,150,No
197,6,8,340.6,150,No
197,7,27,260.0,150,No
197,8,3,312.5,150,No
197,9,13,107.6,150,Yes
197,10,22,162.3,150,No
197,11,14,135.9,150,Yes
197,12,11,164.9,150,No
197,13,9,107.6,150,Yes
197,14,11,135.9,150,Yes
197,15,18,157.7,150,No
197,16,0,167.5,150,No
197,17,25,73.1,150,Yes
197,18,19,50.0,150,Yes
197,19,18,50.0,150,Yes
197,20,30,36.8,150,Yes
197,21,20,55.5,150,Yes
197,22,10,162.3,150,No
197,23,11,189.4,150,No
197,24,5,196.9,150,No
197,25,17,73.1,150,Yes
197,26,17,163.3,150,No
197,27,30,32.6,150,Yes
197,28,25,222.3,150,No
197,29,19,195.7,150,No
197,30,27,32.6,150,Yes
198,0,16,169.0,150,No
198,1,2,190.5,150,No
198,2,1,190.5,150,No
198,3,2,259.2,150,No
198,4,14,118.0,150,Yes
198,5,11,316.4,150,No
198,6,23,193.1,150,No
198,7,12,334.8,150,No
198,8,9,127.5,150,Yes
198,9,8,127.5,150,Yes
198,10,29,262.2,150,No
198,11,19,159.5,150,No
198,12,2,310.5,150,No
198,13,8,163.7,150,No
198,14,4,118.0,150,Yes
198,15,24,164.6,150,No
198,16,0,169.0,150,No
198,17,25,71.6,150,Yes
198,18,31,42.2,150,Yes
198,19,20,45.9,150,Yes
198,20,19,45.9,150,Yes
198,21,18,55.5,150,Yes
198,22,9,190.2,150,No
198,23,6,193.1,150,No
198,24,15,164.6,150,No
198,25,17,71.6,150,Yes
198,26,17,159.8,150,No
198,27,30,61.0,150,Yes
198,28,20,198.5,150,No
198,29,31,24.2,150,Yes
198,30,27,61.0,150,Yes
198,31,29,24.2,150,Yes
199,0,13,169.0,150,No
199,1,3,197.4,150,No
199,2,1,255.5,150,No
199,3,29,197.3,150,No
199,4,7,120.7,150,Yes
199,5,6,126.2,150,Yes
199,6,5,126.2,150,Yes
199,7,4,120.7,150,Yes
199,8,29,261.4,150,No
199,9,24,193.1,150,No
199,10,14,332.8,150,No
199,11,6,163.2,150,No
199,12,22,166.8,150,No
199,13,0,169.0,150,No
199,14,1,307.6,150,No
199,15,32,12.0,150,Yes
199,16,20,159.5,150,No
199,17,25,71.6,150,Yes
199,18,19,55.0,150,Yes
199,19,31,31.1,150,Yes
199,20,21,45.5,150,Yes
199,21,20,45.5,150,Yes
199,22,12,166.8,150,No
199,23,17,159.1,150,No
199,24,9,193.1,150,No
199,25,17,71.6,150,Yes
199,26,30,60.0,150,Yes
199,27,5,191.6,150,No
199,28,21,198.3,150,No
199,29,31,34.9,150,Yes
199,30,26,60.0,150,Yes
199,31,19,31.1,150,Yes
199,32,15,12.0,150,Yes
200,0,19,169.0,150,No
200,1,7,200.6,150,No
200,2,8,124.3,150,Yes
200,3,1,251.8,150,No
200,4,6,327.2,150,No
200,5,9,125.3,150,Yes
200,6,1,307.1,150,No
200,7,1,200.6,150,No
200,8,2,124.3,150,Yes
200,9,5,125.3,150,Yes
200,10,14,322.5,150,No
200,11,26,165.5,150,No
200,12,30,262.6,150,No
200,13,5,161.4,150,No
200,14,20,157.7,150,No
200,15,23,191.1,150,No
200,16,24,70.2,150,Yes
200,17,18,55.9,150,Yes
200,18,31,44.8,150,Yes
200,19,0,169.0,150,No
200,20,21,44.2,150,Yes
200,21,20,44.2,150,Yes
200,22,16,157.8,150,No
200,23,15,191.1,150,No
200,24,16,70.2,150,Yes
200,25,29,60.0,150,Yes
200,26,11,165.5,150,No
200,27,9,190.6,150,No
200,28,21,198.3,150,No
200,29,25,60.0,150,Yes
200,30,31,17.5,150,Yes
200,31,30,17.5,150,Yes
201,0,17,171.8,150,No
201,1,4,202.9,150,No
201,2,4,247.6,150,No
201,3,16,325.8,150,No
201,4,1,202.9,150,No
201,5,29,263.8,150,No
201,6,10,128.3,150,Yes
201,7,15,328.3,150,No
201,8,9,127.8,150,Yes
201,9,8,127.8,150,Yes
201,10,6,128.3,150,Yes
201,11,8,160.8,150,No
201,12,26,165.4,150,No
201,13,27,69.3,150,Yes
201,14,22,188.9,150,No
201,15,21,157.2,150,No
201,16,4,305.9,150,No
201,17,0,171.8,150,No
201,18,25,47.5,150,Yes
201,19,18,56.9,150,Yes
201,20,21,42.1,150,Yes
201,21,20,42.1,150,Yes
201,22,14,188.9,150,No
201,23,13,157.5,150,No
201,24,9,188.6,150,No
201,25,29,14.8,150,Yes
201,26,12,165.4,150,No
201,27,13,69.3,150,Yes
201,28,31,58.1,150,Yes
201,29,25,14.8,150,Yes
201,30,20,198.3,150,No
201,31,28,58.1,150,Yes
202,0,15,169.5,150,No
202,1,4,205.8,150,No
202,2,4,247.4,150,No
202,3,19,326.4,150,No
202,4,1,205.8,150,No
202,5,9,129.0,150,Yes
202,6,31,262.5,150,No
202,7,11,159.4,150,No
202,8,13,331.9,150,No
202,9,5,129.0,150,Yes
202,10,11,128.4,150,Yes
202,11,10,128.4,150,Yes
202,12,23,188.6,150,No
202,13,21,155.0,150,No
202,14,22,163.8,150,No
202,15,0,169.5,150,No
202,16,26,48.8,150,Yes
202,17,28,69.6,150,Yes
202,18,16,56.1,150,Yes
202,19,4,303.0,150,No
202,20,21,42.0,150,Yes
202,21,20,42.0,150,Yes
202,22,14,163.8,150,No
202,23,12,188.6,150,No
202,24,10,191.0,150,No
202,25,17,155.6,150,No
202,26,31,11.7,150,Yes
202,27,30,58.1,150,Yes
202,28,17,69.6,150,Yes
202,29,20,198.3,150,No
202,30,27,58.1,150,Yes
202,31,26,11.7,150,Yes
203,0,14,161.6,150,No
203,1,3,241.1,150,No
203,2,23,207.7,150,No
203,3,2,214.2,150,No
203,4,27,324.1,150,No
203,5,21,185.6,150,No
203,6,13,135.1,150,Yes
203,7,23,260.8,150,No
203,8,11,153.8,150,No
203,9,20,153.4,150,No
203,10,22,166.0,150,No
203,11,12,132.2,150,Yes
203,12,11,132.2,150,Yes
203,13,6,135.1,150,Yes
203,14,0,161.6,150,No
203,15,32,28.3,150,Yes
203,16,15,55.7,150,Yes
203,17,26,64.4,150,Yes
203,18,20,44.0,150,Yes
203,19,9,334.9,150,No
203,20,18,44.0,150,Yes
203,21,5,185.6,150,No
