frame,person_id,closest_person_id,distance,threshold,violation
77,5,18,114.0,150,Yes
77,6,10,157.4,150,No
77,7,23,160.1,150,No
77,8,17,121.0,150,Yes
77,9,17,125.3,150,Yes
77,10,4,99.3,150,Yes
77,11,9,126.6,150,Yes
77,12,2,280.6,150,No
77,13,4,372.0,150,No
77,14,29,129.1,150,Yes
77,15,21,72.9,150,Yes
77,16,27,45.7,150,Yes
77,17,8,121.0,150,Yes
77,18,5,114.0,150,Yes
77,19,23,104.8,150,Yes
77,20,25,87.6,150,Yes
77,21,15,72.9,150,Yes
77,22,16,57.4,150,Yes
77,23,26,75.1,150,Yes
77,24,14,177.6,150,No
77,25,32,65.4,150,Yes
77,26,23,75.1,150,Yes
77,27,16,45.7,150,Yes
77,28,36,201.4,150,No
77,29,36,38.5,150,Yes
77,30,19,123.9,150,Yes
77,31,37,72.9,150,Yes
77,32,37,47.2,150,Yes
77,33,38,67.7,150,Yes
77,34,21,140.4,150,Yes
77,35,38,31.4,150,Yes
77,36,29,38.5,150,Yes
77,37,32,47.2,150,Yes
77,38,35,31.4,150,Yes
78,0,5,91.0,150,Yes
78,1,2,171.5,150,No
78,2,1,171.5,150,No
78,3,13,283.6,150,No
78,4,0,148.4,150,Yes
78,5,0,91.0,150,Yes
78,6,12,118.1,150,Yes
78,7,24,162.1,150,No
78,8,21,123.0,150,Yes
78,9,5,242.4,150,No
78,10,17,120.0,150,Yes
78,11,5,370.5,150,No
78,12,6,118.1,150,Yes
78,13,3,283.6,150,No
78,14,17,138.1,150,Yes
78,15,29,44.7,150,Yes
78,16,26,88.6,150,Yes
78,17,10,120.0,150,Yes
78,18,14,171.6,150,No
78,19,22,76.5,150,Yes
78,20,24,108.1,150,Yes
78,21,6,121.2,150,Yes
78,22,19,76.5,150,Yes
78,23,15,56.5,150,Yes
78,24,25,74.5,150,Yes
78,25,24,74.5,150,Yes
78,26,33,65.4,150,Yes
78,27,14,138.5,150,Yes
78,28,27,236.3,150,No
78,29,15,44.7,150,Yes
78,30,20,124.3,150,Yes
78,31,32,84.1,150,Yes
78,32,31,84.1,150,Yes
78,33,26,65.4,150,Yes
78,34,33,120.4,150,Yes
79,0,1,144.4,150,Yes
79,1,5,89.4,150,Yes
79,2,12,115.9,150,Yes
79,3,4,168.4,150,No
79,4,3,168.4,150,No
79,5,1,89.4,150,Yes
79,6,31,164.9,150,No
79,7,13,123.1,150,Yes
79,8,23,163.0,150,No
79,9,16,124.1,150,Yes
79,10,5,242.6,150,No
79,11,5,368.3,150,No
79,12,2,115.9,150,Yes
79,13,2,122.2,150,Yes
79,14,34,41.1,150,Yes
79,15,16,135.3,150,Yes
79,16,9,124.1,150,Yes
79,17,24,75.6,150,Yes
79,18,23,107.5,150,Yes
79,19,27,87.1,150,Yes
79,20,6,285.7,150,No
79,21,15,164.8,150,No
79,22,14,58.3,150,Yes
79,23,26,74.0,150,Yes
79,24,17,75.6,150,Yes
79,25,32,85.2,150,Yes
79,26,23,74.0,150,Yes
79,27,33,66.4,150,Yes
79,28,18,124.8,150,Yes
79,29,15,141.2,150,Yes
79,30,29,237.4,150,No
79,31,6,164.9,150,No
79,32,25,85.2,150,Yes
79,33,27,66.4,150,Yes
79,34,14,41.1,150,Yes
80,0,2,137.9,150,Yes
80,1,2,90.1,150,Yes
80,2,1,90.1,150,Yes
80,3,1,243.8,150,No
80,4,18,117.7,150,Yes
80,5,21,163.0,150,No
80,6,10,164.5,150,No
80,7,17,126.4,150,Yes
80,8,34,161.4,150,No
80,9,11,121.1,150,Yes
80,10,6,164.5,150,No
80,11,9,121.1,150,Yes
80,12,8,292.3,150,No
80,13,1,366.1,150,No
80,14,17,132.0,150,Yes
80,15,31,42.2,150,Yes
80,16,24,77.4,150,Yes
80,17,7,126.4,150,Yes
80,18,4,117.7,150,Yes
80,19,21,111.1,150,Yes
80,20,15,57.8,150,Yes
80,21,25,72.4,150,Yes
80,22,26,87.1,150,Yes
80,23,14,157.0,150,No
80,24,16,77.4,150,Yes
80,25,21,72.4,150,Yes
80,26,30,65.4,150,Yes
80,27,28,237.5,150,No
80,28,14,147.0,150,Yes
80,29,36,86.0,150,Yes
80,30,26,65.4,150,Yes
80,31,15,42.2,150,Yes
80,32,30,122.6,150,Yes
80,33,16,131.5,150,Yes
80,34,8,161.4,150,No
80,35,19,124.8,150,Yes
80,36,29,86.0,150,Yes
81,0,3,133.8,150,Yes
81,1,4,161.2,150,No
81,2,5,242.1,150,No
81,3,5,90.5,150,Yes
81,4,1,161.2,150,No
81,5,3,90.5,150,Yes
81,6,17,117.4,150,Yes
81,7,20,161.4,150,No
81,8,16,129.3,150,Yes
81,9,10,119.2,150,Yes
81,10,9,119.2,150,Yes
81,11,25,162.9,150,No
81,12,11,290.7,150,No
81,13,16,130.1,150,Yes
81,14,5,364.7,150,No
81,15,32,42.5,150,Yes
81,16,8,129.3,150,Yes
81,17,6,117.4,150,Yes
81,18,23,77.9,150,Yes
81,19,20,112.0,150,Yes
81,20,29,74.0,150,Yes
81,21,15,57.4,150,Yes
81,22,26,84.9,150,Yes
81,23,18,77.9,150,Yes
81,24,13,151.6,150,No
81,25,11,162.9,150,No
81,26,33,64.4,150,Yes
81,27,28,237.7,150,No
81,28,13,150.9,150,No
81,29,20,74.0,150,Yes
81,30,33,123.4,150,Yes
81,31,34,87.0,150,Yes
81,32,15,42.5,150,Yes
81,33,26,64.4,150,Yes
81,34,31,87.0,150,Yes
81,35,18,119.6,150,Yes
82,0,4,131.5,150,Yes
82,1,2,162.1,150,No
82,2,1,162.1,150,No
82,3,6,240.4,150,No
82,4,6,91.8,150,Yes
82,5,12,116.2,150,Yes
82,6,4,91.8,150,Yes
82,7,15,130.7,150,Yes
82,8,24,158.5,150,No
82,9,5,118.6,150,Yes
82,10,22,161.2,150,No
82,11,8,292.5,150,No
82,12,5,116.2,150,Yes
82,13,15,130.1,150,Yes
82,14,6,362.4,150,No
82,15,13,130.1,150,Yes
82,16,31,42.5,150,Yes
82,17,22,113.8,150,Yes
82,18,9,119.6,150,Yes
82,19,16,57.4,150,Yes
82,20,27,83.7,150,Yes
82,21,23,81.3,150,Yes
82,22,26,72.7,150,Yes
82,23,21,81.3,150,Yes
82,24,8,158.5,150,No
82,25,13,147.1,150,Yes
82,26,22,72.7,150,Yes
82,27,33,64.4,150,Yes
82,28,17,122.6,150,Yes
82,29,13,152.6,150,No
82,30,29,238.6,150,No
82,31,16,42.5,150,Yes
82,32,34,89.0,150,Yes
82,33,27,64.4,150,Yes
82,34,32,89.0,150,Yes
82,35,21,115.8,150,Yes
83,0,13,134.2,150,Yes
83,1,6,178.5,150,No
83,2,3,244.5,150,No
83,3,13,92.1,150,Yes
83,4,15,160.6,150,No
83,5,19,129.7,150,Yes
83,6,1,178.5,150,No
83,7,11,115.1,150,Yes
83,8,4,290.7,150,No
83,9,3,355.7,150,No
83,10,7,120.2,150,Yes
83,11,7,115.1,150,Yes
83,12,19,130.6,150,Yes
83,13,3,92.1,150,Yes
83,14,23,169.1,150,No
83,15,4,160.6,150,No
83,16,34,81.5,150,Yes
83,17,28,82.8,150,Yes
83,18,32,41.8,150,Yes
83,19,5,129.7,150,Yes
83,20,10,121.8,150,Yes
83,21,23,116.3,150,Yes
83,22,18,58.3,150,Yes
83,23,25,63.9,150,Yes
83,24,12,142.8,150,Yes
83,25,23,63.9,150,Yes
83,26,30,236.8,150,No
83,27,33,87.3,150,Yes
83,28,31,63.3,150,Yes
83,29,21,124.3,150,Yes
83,30,12,157.9,150,No
83,31,28,63.3,150,Yes
83,32,18,41.8,150,Yes
83,33,27,87.3,150,Yes
83,34,16,81.5,150,Yes
84,0,16,160.9,150,No
84,1,10,133.2,150,Yes
84,2,15,116.1,150,Yes
84,3,5,186.5,150,No
84,4,20,127.5,150,Yes
84,5,3,186.5,150,No
84,6,2,120.1,150,Yes
84,7,9,244.5,150,No
84,8,9,355.2,150,No
84,9,10,92.1,150,Yes
84,10,9,92.1,150,Yes
84,11,0,284.7,150,No
84,12,24,169.7,150,No
84,13,20,132.5,150,Yes
84,14,26,84.1,150,Yes
84,15,2,116.1,150,Yes
84,16,0,160.9,150,No
84,17,6,122.4,150,Yes
84,18,34,41.8,150,Yes
84,19,29,82.0,150,Yes
84,20,4,127.5,150,Yes
84,21,24,116.7,150,Yes
84,22,18,57.4,150,Yes
84,23,13,141.9,150,Yes
84,24,25,62.3,150,Yes
84,25,24,62.3,150,Yes
84,26,14,84.1,150,Yes
84,27,32,236.7,150,No
84,28,31,88.7,150,Yes
84,29,30,63.3,150,Yes
84,30,35,50.4,150,Yes
84,31,28,88.7,150,Yes
84,32,13,157.9,150,No
84,33,21,123.9,150,Yes
84,34,18,41.8,150,Yes
84,35,30,50.4,150,Yes
85,0,2,189.3,150,No
85,1,17,155.4,150,No
85,2,0,189.3,150,No
85,3,12,245.0,150,No
85,4,11,116.1,150,Yes
85,5,12,94.9,150,Yes
85,6,25,168.2,150,No
85,7,24,126.8,150,Yes
85,8,1,284.9,150,No
85,9,12,351.6,150,No
85,10,4,120.0,150,Yes
85,11,4,116.1,150,Yes
85,12,5,94.9,150,Yes
85,13,24,134.6,150,Yes
85,14,23,87.0,150,Yes
85,15,5,133.2,150,Yes
85,16,10,122.4,150,Yes
85,17,1,155.4,150,No
85,18,35,41.1,150,Yes
85,19,31,82.7,150,Yes
85,20,25,116.3,150,Yes
85,21,13,141.0,150,Yes
85,22,18,57.4,150,Yes
85,23,14,87.0,150,Yes
85,24,7,126.8,150,Yes
85,25,32,61.7,150,Yes
85,26,29,87.8,150,Yes
85,27,28,237.7,150,No
85,28,13,157.7,150,No
85,29,26,87.8,150,Yes
85,30,34,52.5,150,Yes
85,31,30,64.4,150,Yes
85,32,25,61.7,150,Yes
85,33,20,123.4,150,Yes
85,34,30,52.5,150,Yes
85,35,18,41.1,150,Yes
86,0,1,186.2,150,No
86,1,0,186.2,150,No
86,2,25,153.7,150,No
86,3,10,96.6,150,Yes
86,4,3,133.4,150,Yes
86,5,10,247.2,150,No
86,6,24,123.9,150,Yes
86,7,23,166.0,150,No
86,8,15,120.0,150,Yes
86,9,2,284.8,150,No
86,10,3,96.6,150,Yes
86,11,15,118.0,150,Yes
86,12,10,349.3,150,No
86,13,24,138.8,150,Yes
86,14,18,91.4,150,Yes
86,15,11,118.0,150,Yes
86,16,8,123.3,150,Yes
86,17,35,43.3,150,Yes
86,18,14,91.4,150,Yes
86,19,17,57.4,150,Yes
86,20,13,142.4,150,Yes
86,21,28,82.4,150,Yes
86,22,23,116.7,150,Yes
86,23,32,62.9,150,Yes
86,24,6,123.9,150,Yes
86,25,2,153.7,150,No
86,26,34,87.0,150,Yes
86,27,30,238.8,150,No
86,28,31,64.4,150,Yes
86,29,22,124.3,150,Yes
86,30,13,158.5,150,No
86,31,33,53.5,150,Yes
86,32,23,62.9,150,Yes
86,33,31,53.5,150,Yes
86,34,26,87.0,150,Yes
86,35,17,43.3,150,Yes
87,0,28,153.1,150,No
87,1,3,183.3,150,No
87,2,0,280.7,150,No
87,3,1,183.3,150,No
87,4,10,99.0,150,Yes
87,5,4,135.2,150,Yes
87,6,22,164.8,150,No
87,7,10,245.0,150,No
87,8,23,121.7,150,Yes
87,9,16,120.1,150,Yes
87,10,4,99.0,150,Yes
87,11,24,139.8,150,Yes
87,12,10,352.4,150,No
87,13,16,120.0,150,Yes
87,14,19,94.1,150,Yes
87,15,9,121.1,150,Yes
87,16,13,120.0,150,Yes
87,17,35,40.8,150,Yes
87,18,22,116.7,150,Yes
87,19,14,94.1,150,Yes
87,20,17,58.3,150,Yes
87,21,27,83.3,150,Yes
87,22,34,62.9,150,Yes
87,23,8,121.7,150,Yes
87,24,11,139.8,150,Yes
87,25,31,239.0,150,No
87,26,33,87.7,150,Yes
87,27,30,64.4,150,Yes
87,28,0,153.1,150,No
87,29,30,53.2,150,Yes
87,30,29,53.2,150,Yes
87,31,11,161.4,150,No
87,32,18,122.1,150,Yes
87,33,26,87.7,150,Yes
87,34,22,62.9,150,Yes
87,35,17,40.8,150,Yes
88,0,24,148.9,150,Yes
88,1,3,176.4,150,No
88,2,0,283.6,150,No
88,3,1,176.4,150,No
88,4,8,133.7,150,Yes
88,5,16,164.8,150,No
88,6,11,238.2,150,No
88,7,25,118.2,150,Yes
88,8,11,116.8,150,Yes
88,9,18,116.7,150,Yes
88,10,21,134.8,150,Yes
88,11,8,116.8,150,Yes
88,12,14,120.0,150,Yes
88,13,11,356.6,150,No
88,14,12,120.0,150,Yes
88,15,23,101.9,150,Yes
88,16,34,54.7,150,Yes
88,17,16,119.4,150,Yes
88,18,9,116.7,150,Yes
88,19,35,43.0,150,Yes
88,20,19,57.8,150,Yes
88,21,10,134.8,150,Yes
88,22,28,85.1,150,Yes
88,23,15,101.9,150,Yes
88,24,0,148.9,150,Yes
88,25,7,118.2,150,Yes
88,26,33,54.0,150,Yes
88,27,30,87.7,150,Yes
88,28,33,64.4,150,Yes
88,29,37,81.0,150,Yes
88,30,27,87.7,150,Yes
88,31,17,123.3,150,Yes
88,32,10,166.4,150,No
88,33,26,54.0,150,Yes
88,34,16,54.7,150,Yes
88,35,19,43.0,150,Yes
88,36,26,91.7,150,Yes
88,37,29,81.0,150,Yes
89,0,4,286.2,150,No
89,1,8,175.4,150,No
89,2,3,129.5,150,Yes
89,3,2,129.5,150,Yes
89,4,28,144.2,150,Yes
89,5,19,163.0,150,No
89,6,9,235.1,150,No
89,7,22,119.9,150,Yes
89,8,1,175.4,150,No
89,9,3,130.4,150,Yes
89,10,9,359.0,150,No
89,11,18,114.8,150,Yes
89,12,14,119.0,150,Yes
89,13,24,132.6,150,Yes
89,14,12,119.0,150,Yes
89,15,20,103.4,150,Yes
89,16,19,121.6,150,Yes
89,17,33,43.3,150,Yes
89,18,11,114.8,150,Yes
89,19,35,54.6,150,Yes
89,20,15,103.4,150,Yes
89,21,17,57.4,150,Yes
89,22,7,119.9,150,Yes
89,23,30,85.1,150,Yes
89,24,13,132.6,150,Yes
89,25,31,87.0,150,Yes
89,26,32,54.2,150,Yes
89,27,13,170.3,150,No
89,28,4,144.2,150,Yes
89,29,36,80.2,150,Yes
89,30,32,65.4,150,Yes
89,31,25,87.0,150,Yes
89,32,26,54.2,150,Yes
89,33,17,43.3,150,Yes
89,34,16,124.9,150,Yes
89,35,19,54.6,150,Yes
89,36,29,80.2,150,Yes
90,0,1,290.2,150,No
90,1,27,136.0,150,Yes
90,2,20,161.5,150,No
90,3,10,173.5,150,No
90,4,5,128.9,150,Yes
90,5,4,128.9,150,Yes
90,6,8,231.9,150,No
90,7,24,122.9,150,Yes
90,8,4,138.9,150,Yes
90,9,8,360.3,150,No
90,10,3,173.5,150,No
90,11,13,121.1,150,Yes
90,12,19,112.6,150,Yes
90,13,11,121.1,150,Yes
90,14,29,127.3,150,Yes
90,15,18,105.6,150,Yes
90,16,20,123.4,150,Yes
90,17,34,44.9,150,Yes
90,18,15,105.6,150,Yes
90,19,12,112.6,150,Yes
90,20,35,59.1,150,Yes
90,21,32,85.6,150,Yes
90,22,17,56.5,150,Yes
90,23,30,85.1,150,Yes
90,24,7,122.9,150,Yes
90,25,33,54.3,150,Yes
90,26,16,123.5,150,Yes
90,27,1,136.0,150,Yes
90,28,36,81.6,150,Yes
90,29,14,127.3,150,Yes
90,30,33,65.3,150,Yes
90,31,36,173.3,150,No
90,32,21,85.6,150,Yes
90,33,25,54.3,150,Yes
90,34,17,44.9,150,Yes
90,35,20,59.1,150,Yes
90,36,28,81.6,150,Yes
91,0,2,291.6,150,No
91,1,3,129.1,150,Yes
91,2,27,132.0,150,Yes
91,3,1,129.1,150,Yes
91,4,7,170.5,150,No
91,5,18,162.4,150,No
91,6,9,230.7,150,No
91,7,4,170.5,150,No
91,8,11,121.1,150,Yes
91,9,1,145.4,150,Yes
91,10,19,123.8,150,Yes
91,11,8,121.1,150,Yes
91,12,20,108.5,150,Yes
91,13,9,362.6,150,No
91,14,21,107.1,150,Yes
91,15,25,122.6,150,Yes
91,16,24,122.1,150,Yes
91,17,30,87.1,150,Yes
91,18,34,60.5,150,Yes
91,19,10,123.8,150,Yes
91,20,12,108.5,150,Yes
91,21,14,107.1,150,Yes
91,22,32,46.6,150,Yes
91,23,22,55.5,150,Yes
91,24,16,122.1,150,Yes
91,25,15,122.6,150,Yes
91,26,31,87.0,150,Yes
91,27,2,132.0,150,Yes
91,28,35,82.4,150,Yes
91,29,33,54.6,150,Yes
91,30,33,65.3,150,Yes
91,31,26,87.0,150,Yes
91,32,22,46.6,150,Yes
91,33,29,54.6,150,Yes
91,34,18,60.5,150,Yes
91,35,28,82.4,150,Yes
91,36,35,172.2,150,No
92,0,4,130.5,150,Yes
92,1,8,298.5,150,No
92,2,0,151.2,150,No
92,3,10,166.7,150,No
92,4,0,130.5,150,Yes
92,5,9,227.7,150,No
92,6,2,363.5,150,No
92,7,13,122.1,150,Yes
92,8,1,298.5,150,No
92,9,23,126.0,150,Yes
92,10,3,166.7,150,No
92,11,18,164.8,150,No
92,12,19,104.7,150,Yes
92,13,7,122.1,150,Yes
92,14,20,119.0,150,Yes
92,15,17,107.8,150,Yes
92,16,25,123.0,150,Yes
92,17,33,85.0,150,Yes
92,18,16,126.1,150,Yes
92,19,12,104.7,150,Yes
92,20,14,119.0,150,Yes
92,21,30,46.0,150,Yes
92,22,29,87.1,150,Yes
92,23,9,126.0,150,Yes
92,24,21,56.1,150,Yes
92,25,16,123.0,150,Yes
92,26,31,53.9,150,Yes
92,27,28,282.5,150,No
92,28,32,87.7,150,Yes
92,29,31,65.3,150,Yes
92,30,21,46.0,150,Yes
92,31,26,53.9,150,Yes
92,32,28,87.7,150,Yes
92,33,17,85.0,150,Yes
92,34,26,105.2,150,Yes
93,0,8,163.9,150,No
93,1,5,308.7,150,No
93,2,4,135.8,150,Yes
93,3,6,221.7,150,No
93,4,2,135.8,150,Yes
93,5,1,308.7,150,No
93,6,17,131.6,150,Yes
93,7,13,123.3,150,Yes
93,8,0,163.9,150,No
93,9,10,363.8,150,No
93,10,4,160.3,150,No
93,11,18,169.6,150,No
93,12,21,105.9,150,Yes
93,13,7,123.3,150,Yes
93,14,20,113.7,150,Yes
93,15,23,107.0,150,Yes
93,16,32,122.9,150,Yes
93,17,6,131.6,150,Yes
93,18,35,57.3,150,Yes
93,19,30,48.3,150,Yes
93,20,25,76.7,150,Yes
93,21,12,105.9,150,Yes
93,22,19,55.5,150,Yes
93,23,15,107.0,150,Yes
93,24,33,55.9,150,Yes
93,25,20,76.7,150,Yes
93,26,31,87.0,150,Yes
93,27,29,283.7,150,No
93,28,24,106.8,150,Yes
93,29,34,87.7,150,Yes
93,30,19,48.3,150,Yes
93,31,33,64.5,150,Yes
93,32,16,122.9,150,Yes
93,33,24,55.9,150,Yes
93,34,29,87.7,150,Yes
93,35,18,57.3,150,Yes
94,0,6,165.7,150,No
94,1,5,219.4,150,No
94,2,3,138.1,150,Yes
94,3,2,138.1,150,Yes
94,4,7,308.5,150,No
94,5,16,132.4,150,Yes
94,6,0,165.7,150,No
94,7,34,120.1,150,Yes
94,8,13,121.3,150,Yes
94,9,18,168.7,150,No
94,10,3,163.6,150,No
94,11,10,363.4,150,No
94,12,19,105.9,150,Yes
94,13,8,121.3,150,Yes
94,14,29,114.6,150,Yes
94,15,35,55.0,150,Yes
94,16,5,132.4,150,Yes
94,17,20,105.1,150,Yes
94,18,23,122.0,150,Yes
94,19,12,105.9,150,Yes
94,20,17,105.1,150,Yes
94,21,33,43.4,150,Yes
94,22,31,56.1,150,Yes
94,23,18,122.0,150,Yes
94,24,21,56.9,150,Yes
94,25,27,284.8,150,No
94,26,30,89.1,150,Yes
94,27,32,88.4,150,Yes
94,28,29,74.8,150,Yes
94,29,28,74.8,150,Yes
94,30,31,63.5,150,Yes
94,31,22,56.1,150,Yes
94,32,27,88.4,150,Yes
94,33,21,43.4,150,Yes
94,34,7,120.1,150,Yes
94,35,15,55.0,150,Yes
95,0,6,215.1,150,No
95,1,5,172.6,150,No
95,2,4,144.2,150,Yes
95,3,7,305.5,150,No
95,4,2,144.2,150,Yes
95,5,1,172.6,150,No
95,6,20,133.5,150,Yes
95,7,3,305.5,150,No
95,8,4,167.0,150,No
95,9,19,108.2,150,Yes
95,10,15,167.1,150,No
95,11,13,120.4,150,Yes
95,12,8,363.4,150,No
95,13,11,120.4,150,Yes
95,14,21,116.8,150,Yes
95,15,22,122.0,150,Yes
95,16,18,102.2,150,Yes
95,17,15,123.7,150,Yes
95,18,16,102.2,150,Yes
95,19,9,108.2,150,Yes
95,20,6,133.5,150,Yes
95,21,23,72.2,150,Yes
95,22,15,122.0,150,Yes
95,23,21,72.2,150,Yes
95,24,33,44.1,150,Yes
95,25,30,56.3,150,Yes
95,26,28,284.9,150,No
95,27,31,88.1,150,Yes
95,28,34,48.3,150,Yes
95,29,24,55.0,150,Yes
95,30,25,56.3,150,Yes
95,31,30,63.5,150,Yes
95,32,34,76.3,150,Yes
95,33,24,44.1,150,Yes
95,34,28,48.3,150,Yes
96,0,4,174.6,150,No
96,1,5,211.5,150,No
96,2,3,149.3,150,Yes
96,3,2,149.3,150,Yes
96,4,0,174.6,150,No
96,5,23,127.9,150,Yes
96,6,7,304.6,150,No
96,7,6,304.6,150,No
96,8,18,110.7,150,Yes
96,9,15,167.7,150,No
96,10,11,119.4,150,Yes
96,11,10,119.4,150,Yes
96,12,3,170.1,150,No
96,13,12,361.6,150,No
96,14,29,116.8,150,Yes
96,15,24,121.5,150,Yes
96,16,19,99.9,150,Yes
96,17,15,126.6,150,Yes
96,18,8,110.7,150,Yes
96,19,16,99.9,150,Yes
96,20,29,72.0,150,Yes
96,21,33,43.0,150,Yes
96,22,30,55.3,150,Yes
96,23,5,127.9,150,Yes
96,24,15,121.5,150,Yes
96,25,31,89.3,150,Yes
96,26,21,56.5,150,Yes
96,27,34,47.5,150,Yes
96,28,27,286.0,150,No
96,29,20,72.0,150,Yes
96,30,22,55.3,150,Yes
96,31,30,63.5,150,Yes
96,32,34,79.4,150,Yes
96,33,21,43.0,150,Yes
96,34,27,47.5,150,Yes
97,0,4,153.4,150,No
97,1,5,206.5,150,No
97,2,3,172.4,150,No
97,3,2,172.4,150,No
97,4,0,153.4,150,No
97,5,17,121.2,150,Yes
97,6,8,300.0,150,No
97,7,22,166.9,150,No
97,8,6,300.0,150,No
97,9,20,110.7,150,Yes
97,10,4,174.6,150,No
97,11,14,119.4,150,Yes
97,12,10,363.5,150,No
97,13,23,118.8,150,Yes
97,14,11,119.4,150,Yes
97,15,18,98.5,150,Yes
97,16,22,125.4,150,Yes
97,17,5,121.2,150,Yes
97,18,15,98.5,150,Yes
97,19,23,69.8,150,Yes
97,20,9,110.7,150,Yes
97,21,32,43.3,150,Yes
97,22,27,120.4,150,Yes
97,23,19,69.8,150,Yes
97,24,21,55.9,150,Yes
97,25,28,56.3,150,Yes
97,26,33,89.9,150,Yes
97,27,22,120.4,150,Yes
97,28,25,56.3,150,Yes
97,29,28,63.5,150,Yes
97,30,26,286.1,150,No
97,31,29,89.6,150,Yes
97,32,21,43.3,150,Yes
97,33,26,89.9,150,Yes
98,0,3,164.0,150,No
98,1,4,164.4,150,No
98,2,5,198.7,150,No
98,3,0,164.0,150,No
98,4,1,164.4,150,No
98,5,19,117.2,150,Yes
98,6,28,119.1,150,Yes
98,7,16,166.5,150,No
98,8,6,308.1,150,No
98,9,21,108.5,150,Yes
98,10,13,118.3,150,Yes
98,11,3,184.1,150,No
98,12,3,362.0,150,No
98,13,10,118.3,150,Yes
98,14,22,123.8,150,Yes
98,15,17,99.1,150,Yes
98,16,25,120.4,150,Yes
98,17,15,99.1,150,Yes
98,18,33,43.0,150,Yes
98,19,5,117.2,150,Yes
98,20,16,126.9,150,Yes
98,21,9,108.5,150,Yes
98,22,27,64.9,150,Yes
98,23,18,56.9,150,Yes
98,24,34,87.2,150,Yes
98,25,16,120.4,150,Yes
98,26,30,88.0,150,Yes
98,27,22,64.9,150,Yes
98,28,6,119.1,150,Yes
98,29,24,289.3,150,No
98,30,32,62.5,150,Yes
98,31,32,58.5,150,Yes
98,32,31,58.5,150,Yes
98,33,18,43.0,150,Yes
98,34,24,87.2,150,Yes
99,0,4,159.3,150,No
99,1,2,169.9,150,No
99,2,1,169.9,150,No
99,3,9,310.6,150,No
99,4,0,159.3,150,No
99,5,6,195.3,150,No
99,6,15,113.8,150,Yes
99,7,1,358.0,150,No
99,8,1,190.8,150,No
99,9,3,310.6,150,No
99,10,16,164.9,150,No
99,11,13,124.3,150,Yes
99,12,21,108.8,150,Yes
99,13,11,124.3,150,Yes
99,14,25,130.6,150,Yes
99,15,6,113.8,150,Yes
99,16,23,120.7,150,Yes
99,17,19,97.0,150,Yes
99,18,33,42.4,150,Yes
99,19,17,97.0,150,Yes
99,20,30,88.0,150,Yes
99,21,12,108.8,150,Yes
99,22,18,57.4,150,Yes
99,23,16,120.7,150,Yes
99,24,32,88.0,150,Yes
99,25,29,62.2,150,Yes
99,26,16,126.8,150,Yes
99,27,31,59.7,150,Yes
99,28,24,289.3,150,No
99,29,25,62.2,150,Yes
99,30,31,62.4,150,Yes
99,31,27,59.7,150,Yes
99,32,24,88.0,150,Yes
99,33,18,42.4,150,Yes
100,0,5,314.1,150,No
100,1,9,155.2,150,No
100,2,3,189.3,150,No
100,3,15,114.4,150,Yes
100,4,13,358.1,150,No
100,5,22,311.9,150,No
100,6,13,176.7,150,No
100,7,19,162.6,150,No
100,8,11,126.2,150,Yes
100,9,1,155.2,150,No
100,10,23,106.3,150,Yes
100,11,8,126.2,150,Yes
100,12,13,200.1,150,No
100,13,6,176.7,150,No
100,14,26,135.4,150,Yes
100,15,3,114.4,150,Yes
100,16,29,87.1,150,Yes
100,17,33,43.0,150,Yes
100,18,21,96.2,150,Yes
100,19,25,120.7,150,Yes
100,20,32,87.3,150,Yes
100,21,18,96.2,150,Yes
100,22,17,57.8,150,Yes
100,23,10,106.3,150,Yes
100,24,19,132.9,150,Yes
100,25,19,120.7,150,Yes
100,26,27,59.1,150,Yes
100,27,26,59.1,150,Yes
100,28,20,290.3,150,No
100,29,31,62.4,150,Yes
100,30,31,59.9,150,Yes
100,31,30,59.9,150,Yes
100,32,20,87.3,150,Yes
100,33,17,43.0,150,Yes
101,0,23,110.8,150,Yes
101,1,5,316.5,150,No
101,2,8,182.9,150,No
101,3,4,153.3,150,No
101,4,3,153.3,150,No
101,5,22,312.0,150,No
101,6,0,185.4,150,No
101,7,16,160.9,150,No
101,8,2,182.9,150,No
101,9,13,126.2,150,Yes
101,10,8,208.5,150,No
101,11,24,106.3,150,Yes
101,12,8,355.2,150,No
101,13,9,126.2,150,Yes
101,14,20,92.0,150,Yes
101,15,21,139.6,150,Yes
101,16,25,121.6,150,Yes
101,17,33,42.2,150,Yes
101,18,16,133.5,150,Yes
101,19,32,86.2,150,Yes
101,20,14,92.0,150,Yes
101,21,27,59.1,150,Yes
101,22,17,57.8,150,Yes
101,23,0,110.8,150,Yes
101,24,11,106.3,150,Yes
101,25,16,121.6,150,Yes
101,26,19,293.2,150,No
101,27,21,59.1,150,Yes
101,28,30,88.1,150,Yes
101,29,31,61.0,150,Yes
101,30,31,63.3,150,Yes
101,31,29,61.0,150,Yes
101,32,19,86.2,150,Yes
101,33,17,42.2,150,Yes
102,0,23,311.2,150,No
102,1,18,113.2,150,Yes
102,2,30,102.8,150,Yes
102,3,1,181.2,150,No
102,4,16,159.2,150,No
102,5,9,193.6,150,No
102,6,15,130.1,150,Yes
102,7,9,217.8,150,No
102,8,13,149.3,150,Yes
102,9,5,193.6,150,No
102,10,19,103.4,150,Yes
102,11,9,349.7,150,No
102,12,20,86.5,150,Yes
102,13,8,149.3,150,Yes
